Scripts/diff_cases/abstract_property_errors.kt	PASS	
Scripts/diff_cases/anonymous_object_local.kt	PASS	
Scripts/diff_cases/array_copy_of_range.kt	PASS	
Scripts/diff_cases/arraydeque_basic.kt	PASS	
Scripts/diff_cases/async_await.kt	PASS	
Scripts/diff_cases/bitwise_operators.kt	PASS	
Scripts/diff_cases/buffered_io.kt	PASS	
Scripts/diff_cases/buildstring_appendrange.kt	PASS	
Scripts/diff_cases/channel_backpressure.kt	PASS	
Scripts/diff_cases/char_edge_cases.kt	PASS	
Scripts/diff_cases/chararray_concat_to_string.kt	PASS	
Scripts/diff_cases/clock_basic.kt	PASS	
Scripts/diff_cases/closure_capture_nested.kt	PASS	
Scripts/diff_cases/collection_builders.kt	PASS	
Scripts/diff_cases/collection_minuselement.kt	PASS	
Scripts/diff_cases/collection_sumbydouble.kt	PASS	
Scripts/diff_cases/comparator_natural_reverse.kt	PASS	
Scripts/diff_cases/compareto_desugaring.kt	PASS	
Scripts/diff_cases/connection_pool.kt	PASS	
Scripts/diff_cases/context_receivers.kt	PASS	
Scripts/diff_cases/coro_channel_backpressure.kt	PASS	
Scripts/diff_cases/coroutine_cancellation_edge_cases.kt	SKIP	
Scripts/diff_cases/coroutine_exception_handling.kt	SKIP	
Scripts/diff_cases/coroutine_scope_timeout.kt	PASS	
Scripts/diff_cases/custom_serializer.kt	SKIP	
Scripts/diff_cases/data_class_inheritance_valid_simple.kt	PASS	
Scripts/diff_cases/delegate_operators.kt	PASS	
Scripts/diff_cases/destructuring_advanced.kt	PASS	
Scripts/diff_cases/duration_inWhole.kt	PASS	
Scripts/diff_cases/enum_basic.kt	PASS	
Scripts/diff_cases/enum_name_ordinal.kt	PASS	
Scripts/diff_cases/error_null_safety.kt	PASS	
Scripts/diff_cases/error_type_inference.kt	SKIP	
Scripts/diff_cases/exit_process.kt	PASS	
Scripts/diff_cases/extension_property_advanced.kt	PASS	
Scripts/diff_cases/file_bufferedreader.kt	PASS	
Scripts/diff_cases/file_props.kt	PASS	
Scripts/diff_cases/file_walk.kt	PASS	
Scripts/diff_cases/firstOrNull_comprehensive.kt	PASS	
Scripts/diff_cases/flatten_comprehensive.kt	PASS	
Scripts/diff_cases/float_to_int_boundaries.kt	PASS	
Scripts/diff_cases/function_types.kt	PASS	
Scripts/diff_cases/hello.kt	PASS	
Scripts/diff_cases/inline_reified.kt	PASS	
Scripts/diff_cases/integer_overflow_wraparound.kt	PASS	
Scripts/diff_cases/interface_properties.kt	PASS	
Scripts/diff_cases/iterable_all.kt	PASS	
Scripts/diff_cases/js_annotations.kt	SKIP	
Scripts/diff_cases/kclass_ktype_basic.kt	PASS	
Scripts/diff_cases/kproperty_basic.kt	PASS	
Scripts/diff_cases/last_or_null.kt	PASS	
Scripts/diff_cases/list_as_reversed.kt	PASS	
Scripts/diff_cases/list_binary_search_by.kt	PASS	
Scripts/diff_cases/list_drop_last_while.kt	PASS	
Scripts/diff_cases/list_get_or_null.kt	PASS	
Scripts/diff_cases/list_join_to_string.kt	PASS	
Scripts/diff_cases/list_oneach.kt	PASS	
Scripts/diff_cases/list_shuffled_random.kt	PASS	
Scripts/diff_cases/list_to_array.kt	PASS	
Scripts/diff_cases/list_zipwithnext_orempty.kt	PASS	
Scripts/diff_cases/logging_basic.kt	SKIP	
Scripts/diff_cases/map_entries_hof.kt	PASS	
Scripts/diff_cases/map_mapvaluesto.kt	PASS	
Scripts/diff_cases/math_advanced.kt	PASS	
Scripts/diff_cases/math_float_overloads.kt	PASS	
Scripts/diff_cases/math_runtime_edge_cases.kt	PASS	
Scripts/diff_cases/measure_time_duration.kt	PASS	
Scripts/diff_cases/multi_dollar_string.kt	FAIL	/home/runner/work/_temp/diff_kotlinc_artifacts/multi_dollar_string
Scripts/diff_cases/mutable_list_addall_removeall.kt	PASS	
Scripts/diff_cases/mutable_list_sortwith.kt	PASS	
Scripts/diff_cases/mutable_set_clear_addall.kt	PASS	
Scripts/diff_cases/native_api.kt	SKIP	
Scripts/diff_cases/nullable_receiver_ext.kt	PASS	
Scripts/diff_cases/num_int_division.kt	PASS	
Scripts/diff_cases/numeric_coercion.kt	PASS	
Scripts/diff_cases/numeric_rounding.kt	PASS	
Scripts/diff_cases/overload.kt	PASS	
Scripts/diff_cases/platform_info.kt	SKIP	
Scripts/diff_cases/property_based_test.kt	PASS	
Scripts/diff_cases/random_nextdouble_until.kt	PASS	
Scripts/diff_cases/range_contains.kt	PASS	
Scripts/diff_cases/range_reversed.kt	PASS	
Scripts/diff_cases/reduce_or_null.kt	PASS	
Scripts/diff_cases/regex_named_groups.kt	PASS	
Scripts/diff_cases/regex_runtime_edge_cases.kt	SKIP	
Scripts/diff_cases/result_advanced.kt	PASS	
Scripts/diff_cases/running_reduce.kt	PASS	
Scripts/diff_cases/scope_functions_edge_cases.kt	SKIP	
Scripts/diff_cases/script_import_custom.kt	SKIP	
Scripts/diff_cases/script_multiline.kt	FAIL	/home/runner/work/_temp/diff_kotlinc_artifacts/script_multiline
Scripts/diff_cases/sealed_interface_when.kt	PASS	
Scripts/diff_cases/sequence_firstnotnullofornull.kt	PASS	
Scripts/diff_cases/sequence_lazy.kt	PASS	
Scripts/diff_cases/sequence_running_fold_indexed.kt	PASS	
Scripts/diff_cases/sequence_sorted.kt	PASS	
Scripts/diff_cases/sequence_sum.kt	PASS	
Scripts/diff_cases/sequence_takelastwhile.kt	SKIP	
Scripts/diff_cases/sequence_tomutablelist.kt	PASS	
Scripts/diff_cases/sequence_zipwithnext.kt	PASS	
Scripts/diff_cases/set_predicates.kt	PASS	
Scripts/diff_cases/spread_vararg.kt	PASS	
Scripts/diff_cases/string_builder_index_out_of_bounds.kt	PASS	
Scripts/diff_cases/string_encode_charset.kt	PASS	
Scripts/diff_cases/string_format_positional.kt	PASS	
Scripts/diff_cases/string_indexof_advanced.kt	PASS	
Scripts/diff_cases/string_linesequence_lazy.kt	PASS	
Scripts/diff_cases/string_remove_surrounding.kt	PASS	
Scripts/diff_cases/string_replacebeforelast.kt	PASS	
Scripts/diff_cases/string_toInt_radix.kt	PASS	
Scripts/diff_cases/string_zip.kt	PASS	
Scripts/diff_cases/system_get_time_nanos.kt	SKIP	
Scripts/diff_cases/takeif_takeunless_advanced.kt	PASS	
Scripts/diff_cases/test_primitive_conversions.kt	PASS	
Scripts/diff_cases/top_level_property.kt	PASS	
Scripts/diff_cases/type_constraints.kt	PASS	
Scripts/diff_cases/uint_range.kt	PASS	
Scripts/diff_cases/url_basic.kt	PASS	
Scripts/diff_cases/value_class_collections.kt	SKIP	
Scripts/diff_cases/variance_generics.kt	SKIP	
